1.2559 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
14.9856 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

14.9858 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019258984E10>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000019257B26668>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.9861 	EXP 	window1: mouseVisible = True
14.9861 	EXP 	window1: recordFrameIntervals = False
15.1586 	EXP 	window1: recordFrameIntervals = True
15.1918 	WARNING 	t of last frame was 22.89ms (=1/43)
15.2249 	WARNING 	t of last frame was 22.85ms (=1/43)
15.2583 	WARNING 	t of last frame was 22.92ms (=1/43)
15.2919 	WARNING 	t of last frame was 23.05ms (=1/43)
15.3252 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
16.8252 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

17.3855 	EXP 	Created Introduction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='Introduction', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.4114 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.6549 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='snippets/Final/Demo.png', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128.0, units='pix', win=Window(...))
17.8862 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='snippets/Final/Demoresp.png', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128.0, units='pix', win=Window(...))
17.9245 	EXP 	window1: mouseVisible = True
17.9295 	EXP 	window1: mouseVisible = True
17.9296 	EXP 	window1: mouseVisible = True
17.9380 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([-0.07,  0.33]), rgb=UNKNOWN, text='Choose your output', units='height', win=Window(...), wrapWidth=1)
17.9439 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.9478 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=False, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='pix', win=Window(...))
17.9640 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([ 0., -1.]), rgb=UNKNOWN, text='Press < spacebar > to continue ', units='height', win=Window(...), wrapWidth=1)
17.9641 	EXP 	window1: mouseVisible = True
17.9664 	EXP 	window1: mouseVisible = True
17.9684 	EXP 	window1: mouseVisible = True
17.9738 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([-0.07,  0.33]), rgb=UNKNOWN, text='Choose your Output', units='height', win=Window(...), wrapWidth=1)
17.9858 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
18.0464 	EXP 	Introduction: autoDraw = True
18.1655 	DATA 	Keypress: space
18.1777 	EXP 	Introduction: autoDraw = False
18.1777 	EXP 	instructions: autoDraw = True
53.7970 	DATA 	Keypress: space
53.8256 	EXP 	instructions: autoDraw = False
53.8256 	EXP 	image_3: autoDraw = True
66.3168 	DATA 	Keypress: space
66.3450 	EXP 	image_3: autoDraw = False
66.3450 	EXP 	image_4: autoDraw = True
80.0797 	DATA 	Keypress: space
80.1071 	EXP 	image_4: autoDraw = False
80.1071 	EXP 	text_5: autoDraw = True
91.4067 	DATA 	Mouse: Left button down, pos=(725,652)
91.4146 	EXP 	text_5: autoDraw = False
91.4146 	EXP 	text_4: autoDraw = True
91.5434 	DATA 	Mouse:  Left button up, pos=(725,652)
103.6745 	EXP 	Created sequence: sequential, trialTypes=1, nReps=16, seed=None
103.6755 	EXP 	New trial (rep=0, index=0): None
103.6768 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
103.6774 	EXP 	New trial (rep=0, index=0): None
103.7587 	DATA 	Keypress: space
103.7688 	EXP 	text_4: autoDraw = False
103.7688 	EXP 	image: size = array([1920., 1080.])
103.7688 	EXP 	image: image = './snippets/Final/ArraySum(WIC).png'
103.7688 	EXP 	image: autoDraw = True
103.7688 	EXP 	text_2: autoDraw = True
185.4940 	EXP 	New trial (rep=1, index=0): None
185.5389 	DATA 	Keypress: space
185.5486 	EXP 	image: autoDraw = False
185.5486 	EXP 	text_2: autoDraw = False
185.5486 	EXP 	image: size = array([1920., 1080.])
185.5486 	EXP 	image: image = './snippets/Final/ArraySumresp(WIC).png'
185.5486 	EXP 	image: autoDraw = True
185.5486 	EXP 	text_2: autoDraw = True
217.8864 	DATA 	Keypress: space
217.8955 	EXP 	image: autoDraw = False
217.8955 	EXP 	text_2: autoDraw = False
217.8955 	EXP 	text_3: autoDraw = True
219.2523 	DATA 	Mouse: Left button down, pos=(505,651)
219.2590 	EXP 	New trial (rep=1, index=0): None
219.2593 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
219.2595 	EXP 	New trial (rep=0, index=0): None
219.3111 	EXP 	text_3: autoDraw = False
219.3111 	EXP 	image: size = array([1920., 1080.])
219.3111 	EXP 	image: image = './snippets/Final/BubbleSort(WOC).png'
219.3111 	EXP 	image: autoDraw = True
219.3111 	EXP 	text_2: autoDraw = True
219.4108 	DATA 	Mouse:  Left button up, pos=(505,651)
251.3429 	EXP 	New trial (rep=1, index=0): None
251.3905 	DATA 	Keypress: space
251.3992 	EXP 	image: autoDraw = False
251.3992 	EXP 	text_2: autoDraw = False
251.3992 	EXP 	image: size = array([1920., 1080.])
251.3992 	EXP 	image: image = './snippets/Final/BubbleSortresp(WOC).png'
251.3992 	EXP 	image: autoDraw = True
251.3992 	EXP 	text_2: autoDraw = True
387.7500 	DATA 	Keypress: space
387.7609 	EXP 	image: autoDraw = False
387.7609 	EXP 	text_2: autoDraw = False
387.7609 	EXP 	text_3: autoDraw = True
390.9547 	DATA 	Mouse: Left button down, pos=(760,442)
390.9617 	EXP 	New trial (rep=2, index=0): None
390.9620 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
390.9621 	EXP 	New trial (rep=0, index=0): None
391.0112 	EXP 	text_3: autoDraw = False
391.0112 	EXP 	image: size = array([1920., 1080.])
391.0112 	EXP 	image: image = './snippets/Final/NumberCheck(CNL).png'
391.0112 	EXP 	image: autoDraw = True
391.0112 	EXP 	text_2: autoDraw = True
391.0904 	DATA 	Mouse:  Left button up, pos=(760,442)
398.3211 	EXP 	New trial (rep=1, index=0): None
398.3664 	DATA 	Keypress: space
398.3762 	EXP 	image: autoDraw = False
398.3762 	EXP 	text_2: autoDraw = False
398.3762 	EXP 	image: size = array([1920., 1080.])
398.3762 	EXP 	image: image = './snippets/Final/NumberCheckresp(CNL).png'
398.3762 	EXP 	image: autoDraw = True
398.3762 	EXP 	text_2: autoDraw = True
452.5727 	DATA 	Keypress: space
452.5836 	EXP 	image: autoDraw = False
452.5836 	EXP 	text_2: autoDraw = False
452.5836 	EXP 	text_3: autoDraw = True
454.4256 	DATA 	Mouse: Left button down, pos=(625,433)
454.4511 	EXP 	New trial (rep=3, index=0): None
454.4514 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
454.4515 	EXP 	New trial (rep=0, index=0): None
454.5207 	EXP 	text_3: autoDraw = False
454.5207 	EXP 	image: size = array([1920., 1080.])
454.5207 	EXP 	image: image = './snippets/Final/ContainsSubstring(WIC).png'
454.5207 	EXP 	image: autoDraw = True
454.5207 	EXP 	text_2: autoDraw = True
454.5706 	DATA 	Mouse:  Left button up, pos=(625,434)
494.3857 	EXP 	New trial (rep=1, index=0): None
494.4341 	DATA 	Keypress: space
494.4430 	EXP 	image: autoDraw = False
494.4430 	EXP 	text_2: autoDraw = False
494.4430 	EXP 	image: size = array([1920., 1080.])
494.4430 	EXP 	image: image = './snippets/Final/ContainsSubstringresp(WIC).png'
494.4430 	EXP 	image: autoDraw = True
494.4430 	EXP 	text_2: autoDraw = True
558.2848 	DATA 	Keypress: space
558.2949 	EXP 	image: autoDraw = False
558.2949 	EXP 	text_2: autoDraw = False
558.2949 	EXP 	text_3: autoDraw = True
559.6074 	DATA 	Mouse: Left button down, pos=(519,432)
559.6137 	EXP 	New trial (rep=4, index=0): None
559.6142 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
559.6144 	EXP 	New trial (rep=0, index=0): None
559.6633 	EXP 	text_3: autoDraw = False
559.6633 	EXP 	image: size = array([1920., 1080.])
559.6633 	EXP 	image: image = './snippets/Final/Power(WOC).png'
559.6633 	EXP 	image: autoDraw = True
559.6633 	EXP 	text_2: autoDraw = True
559.7327 	DATA 	Mouse:  Left button up, pos=(519,432)
588.3145 	EXP 	New trial (rep=1, index=0): None
588.3601 	DATA 	Keypress: space
588.3696 	EXP 	image: autoDraw = False
588.3696 	EXP 	text_2: autoDraw = False
588.3696 	EXP 	image: size = array([1920., 1080.])
588.3696 	EXP 	image: image = './snippets/Final/Powerresp(WOC).png'
588.3696 	EXP 	image: autoDraw = True
588.3696 	EXP 	text_2: autoDraw = True
665.3453 	DATA 	Keypress: space
665.4265 	EXP 	image: autoDraw = False
665.4265 	EXP 	text_2: autoDraw = False
665.4265 	EXP 	text_3: autoDraw = True
666.7250 	DATA 	Mouse: Left button down, pos=(514,651)
666.7349 	EXP 	New trial (rep=5, index=0): None
666.7352 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
666.7353 	EXP 	New trial (rep=0, index=0): None
666.7865 	EXP 	text_3: autoDraw = False
666.7865 	EXP 	image: size = array([1920., 1080.])
666.7865 	EXP 	image: image = './snippets/Final/BinaryConversion(CNL).png'
666.7865 	EXP 	image: autoDraw = True
666.7865 	EXP 	text_2: autoDraw = True
666.8917 	DATA 	Mouse:  Left button up, pos=(514,651)
680.6111 	DATA 	Keypress: space
680.6406 	EXP 	New trial (rep=1, index=0): None
680.6948 	EXP 	image: autoDraw = False
680.6948 	EXP 	text_2: autoDraw = False
680.6948 	EXP 	image: size = array([1920., 1080.])
680.6948 	EXP 	image: image = './snippets/Final/BinaryConversionresp(CNL).png'
680.6948 	EXP 	image: autoDraw = True
680.6948 	EXP 	text_2: autoDraw = True
812.6041 	DATA 	Keypress: space
812.6139 	EXP 	image: autoDraw = False
812.6139 	EXP 	text_2: autoDraw = False
812.6139 	EXP 	text_3: autoDraw = True
820.9141 	DATA 	Mouse: Left button down, pos=(505,647)
820.9197 	EXP 	New trial (rep=6, index=0): None
820.9200 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
820.9201 	EXP 	New trial (rep=0, index=0): None
820.9709 	EXP 	text_3: autoDraw = False
820.9709 	EXP 	image: size = array([1920., 1080.])
820.9709 	EXP 	image: image = './snippets/Final/MultiplyMatrix(WIC).png'
820.9709 	EXP 	image: autoDraw = True
820.9709 	EXP 	text_2: autoDraw = True
821.0714 	DATA 	Mouse:  Left button up, pos=(505,647)
843.4216 	EXP 	New trial (rep=1, index=0): None
843.4685 	DATA 	Keypress: space
843.4775 	EXP 	image: autoDraw = False
843.4775 	EXP 	text_2: autoDraw = False
843.4775 	EXP 	image: size = array([1920., 1080.])
843.4775 	EXP 	image: image = './snippets/Final/MultiplyMatrixresp(WIC).png'
843.4775 	EXP 	image: autoDraw = True
843.4775 	EXP 	text_2: autoDraw = True
864.7216 	DATA 	Keypress: space
864.8072 	EXP 	image: autoDraw = False
864.8072 	EXP 	text_2: autoDraw = False
864.8072 	EXP 	text_3: autoDraw = True
867.0676 	DATA 	Mouse: Left button down, pos=(674,442)
867.0774 	EXP 	New trial (rep=7, index=0): None
867.0776 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
867.0778 	EXP 	New trial (rep=0, index=0): None
867.1326 	EXP 	text_3: autoDraw = False
867.1326 	EXP 	image: size = array([1920., 1080.])
867.1326 	EXP 	image: image = './snippets/Final/PrimeNumber(WOC).png'
867.1326 	EXP 	image: autoDraw = True
867.1326 	EXP 	text_2: autoDraw = True
867.2034 	DATA 	Mouse:  Left button up, pos=(674,442)
882.8886 	EXP 	New trial (rep=1, index=0): None
882.9358 	DATA 	Keypress: space
882.9448 	EXP 	image: autoDraw = False
882.9448 	EXP 	text_2: autoDraw = False
882.9448 	EXP 	image: size = array([1920., 1080.])
882.9448 	EXP 	image: image = './snippets/Final/PrimeNumberresp(WOC).png'
882.9448 	EXP 	image: autoDraw = True
882.9448 	EXP 	text_2: autoDraw = True
891.3301 	DATA 	Keypress: space
891.3405 	EXP 	image: autoDraw = False
891.3405 	EXP 	text_2: autoDraw = False
891.3405 	EXP 	text_3: autoDraw = True
892.7780 	DATA 	Mouse: Left button down, pos=(450,416)
892.7840 	EXP 	New trial (rep=8, index=0): None
892.7842 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
892.7844 	EXP 	New trial (rep=0, index=0): None
892.7900 	EXP 	New trial (rep=9, index=0): None
892.7902 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
892.7904 	EXP 	New trial (rep=0, index=0): None
892.7957 	EXP 	New trial (rep=10, index=0): None
892.7959 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
892.7960 	EXP 	New trial (rep=0, index=0): None
892.8018 	EXP 	New trial (rep=11, index=0): None
892.8021 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
892.8022 	EXP 	New trial (rep=0, index=0): None
892.8068 	EXP 	New trial (rep=12, index=0): None
