0.9550 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
7.6102 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8cd354fac8>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8cd27dc898>, multiSample=False, name='window1', numSamples=2, pos=[420.0, 262.5], screen=0, size=array([3360, 2100]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.6104 	EXP 	window1: mouseVisible = True
7.6105 	EXP 	window1: recordFrameIntervals = False
7.7766 	EXP 	window1: recordFrameIntervals = True
7.9607 	EXP 	window1: recordFrameIntervals = False
8.7972 	EXP 	Created Introduction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='Introduction', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.9862 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.1768 	EXP 	Created introduction2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='introduction2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.3603 	EXP 	Created text_start = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='text_start', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.7179 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=False, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='pix', win=Window(...))
9.7243 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([ 0., -1.]), rgb=UNKNOWN, text='Press < spacebar > to continue ', units='height', win=Window(...), wrapWidth=1)
9.7244 	EXP 	window1: mouseVisible = True
9.7294 	EXP 	window1: mouseVisible = True
9.7313 	EXP 	window1: mouseVisible = True
9.7387 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([-0.07,  0.33]), rgb=UNKNOWN, text='Choose your Output', units='height', win=Window(...), wrapWidth=1)
9.7469 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.9395 	EXP 	Introduction: autoDraw = True
10.4360 	DATA 	Keypress: space
10.4445 	EXP 	Introduction: autoDraw = False
10.4445 	EXP 	instructions: autoDraw = True
10.7079 	DATA 	Keypress: space
10.7138 	EXP 	instructions: autoDraw = False
10.7138 	EXP 	introduction2: autoDraw = True
10.9641 	DATA 	Keypress: space
10.9765 	EXP 	introduction2: autoDraw = False
10.9765 	EXP 	text_start: autoDraw = True
11.2959 	EXP 	Created sequence: sequential, trialTypes=1, nReps=16, seed=None
11.2965 	EXP 	New trial (rep=0, index=0): None
11.2985 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
11.2989 	EXP 	New trial (rep=0, index=0): None
11.3824 	DATA 	Keypress: space
11.3932 	EXP 	text_start: autoDraw = False
11.3932 	EXP 	image: size = array([1920., 1080.])
11.3932 	EXP 	image: image = './snippets/Final/ArraySum(CNL).png'
11.3932 	EXP 	image: autoDraw = True
11.3932 	EXP 	text_2: autoDraw = True
11.9925 	EXP 	New trial (rep=1, index=0): None
12.0539 	DATA 	Keypress: space
12.0639 	EXP 	image: autoDraw = False
12.0639 	EXP 	text_2: autoDraw = False
12.0639 	EXP 	image: size = array([1920., 1080.])
12.0639 	EXP 	image: image = './snippets/Final/ArraySumresp(CNL).png'
12.0639 	EXP 	image: autoDraw = True
12.0639 	EXP 	text_2: autoDraw = True
12.6780 	DATA 	Keypress: space
12.6911 	EXP 	image: autoDraw = False
12.6911 	EXP 	text_2: autoDraw = False
12.6911 	EXP 	text_3: autoDraw = True
13.2435 	DATA 	Mouse: Left button down, pos=(587,621)
13.2534 	EXP 	New trial (rep=1, index=0): None
13.2537 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
13.2538 	EXP 	New trial (rep=0, index=0): None
13.2986 	EXP 	text_3: autoDraw = False
13.2986 	EXP 	image: size = array([1920., 1080.])
13.2986 	EXP 	image: image = './snippets/Final/BubbleSort(WIC).png'
13.2986 	EXP 	image: autoDraw = True
13.2986 	EXP 	text_2: autoDraw = True
13.3778 	DATA 	Mouse:  Left button up, pos=(587,621)
13.5491 	EXP 	New trial (rep=1, index=0): None
13.6014 	DATA 	Keypress: space
13.6103 	EXP 	image: autoDraw = False
13.6103 	EXP 	text_2: autoDraw = False
13.6103 	EXP 	image: size = array([1920., 1080.])
13.6103 	EXP 	image: image = './snippets/Final/BubbleSortresp(WIC).png'
13.6103 	EXP 	image: autoDraw = True
13.6103 	EXP 	text_2: autoDraw = True
13.9730 	DATA 	Keypress: space
13.9828 	EXP 	image: autoDraw = False
13.9828 	EXP 	text_2: autoDraw = False
13.9828 	EXP 	text_3: autoDraw = True
14.3265 	DATA 	Mouse: Left button down, pos=(587,621)
14.3326 	EXP 	New trial (rep=2, index=0): None
14.3329 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
14.3330 	EXP 	New trial (rep=0, index=0): None
14.3774 	EXP 	text_3: autoDraw = False
14.3774 	EXP 	image: size = array([1920., 1080.])
14.3774 	EXP 	image: image = './snippets/Final/NumberCheck(WOC).png'
14.3774 	EXP 	image: autoDraw = True
14.3774 	EXP 	text_2: autoDraw = True
14.4780 	DATA 	Mouse:  Left button up, pos=(587,621)
14.6999 	EXP 	New trial (rep=1, index=0): None
14.7568 	DATA 	Keypress: space
14.7670 	EXP 	image: autoDraw = False
14.7670 	EXP 	text_2: autoDraw = False
14.7670 	EXP 	image: size = array([1920., 1080.])
14.7670 	EXP 	image: image = './snippets/Final/NumberCheckresp(WOC).png'
14.7670 	EXP 	image: autoDraw = True
14.7670 	EXP 	text_2: autoDraw = True
15.0903 	DATA 	Keypress: space
15.0999 	EXP 	image: autoDraw = False
15.0999 	EXP 	text_2: autoDraw = False
15.0999 	EXP 	text_3: autoDraw = True
15.3935 	DATA 	Mouse: Left button down, pos=(587,621)
15.3997 	EXP 	New trial (rep=3, index=0): None
15.4000 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
15.4001 	EXP 	New trial (rep=0, index=0): None
15.4479 	EXP 	text_3: autoDraw = False
15.4479 	EXP 	image: size = array([1920., 1080.])
15.4479 	EXP 	image: image = './snippets/Final/ContainsSubstring(CNL).png'
15.4479 	EXP 	image: autoDraw = True
15.4479 	EXP 	text_2: autoDraw = True
15.5447 	DATA 	Mouse:  Left button up, pos=(587,621)
15.7837 	EXP 	New trial (rep=1, index=0): None
15.8400 	DATA 	Keypress: space
15.8498 	EXP 	image: autoDraw = False
15.8498 	EXP 	text_2: autoDraw = False
15.8498 	EXP 	image: size = array([1920., 1080.])
15.8498 	EXP 	image: image = './snippets/Final/ContainsSubstringresp(CNL).png'
15.8498 	EXP 	image: autoDraw = True
15.8498 	EXP 	text_2: autoDraw = True
16.1441 	DATA 	Keypress: space
16.1536 	EXP 	image: autoDraw = False
16.1536 	EXP 	text_2: autoDraw = False
16.1536 	EXP 	text_3: autoDraw = True
16.4101 	DATA 	Mouse: Left button down, pos=(587,621)
16.4162 	EXP 	New trial (rep=4, index=0): None
16.4165 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
16.4166 	EXP 	New trial (rep=0, index=0): None
16.4606 	EXP 	text_3: autoDraw = False
16.4606 	EXP 	image: size = array([1920., 1080.])
16.4606 	EXP 	image: image = './snippets/Final/Power(WIC).png'
16.4606 	EXP 	image: autoDraw = True
16.4606 	EXP 	text_2: autoDraw = True
16.5612 	DATA 	Mouse:  Left button up, pos=(587,621)
16.8003 	EXP 	New trial (rep=1, index=0): None
16.8542 	DATA 	Keypress: space
16.8632 	EXP 	image: autoDraw = False
16.8632 	EXP 	text_2: autoDraw = False
16.8632 	EXP 	image: size = array([1920., 1080.])
16.8632 	EXP 	image: image = './snippets/Final/Powerresp(WIC).png'
16.8632 	EXP 	image: autoDraw = True
16.8632 	EXP 	text_2: autoDraw = True
17.0929 	DATA 	Keypress: space
17.1028 	EXP 	image: autoDraw = False
17.1028 	EXP 	text_2: autoDraw = False
17.1028 	EXP 	text_3: autoDraw = True
17.3769 	DATA 	Mouse: Left button down, pos=(587,621)
17.3830 	EXP 	New trial (rep=5, index=0): None
17.3832 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
17.3834 	EXP 	New trial (rep=0, index=0): None
17.4288 	EXP 	text_3: autoDraw = False
17.4288 	EXP 	image: size = array([1920., 1080.])
17.4288 	EXP 	image: image = './snippets/Final/BinaryConversion(WOC).png'
17.4288 	EXP 	image: autoDraw = True
17.4288 	EXP 	text_2: autoDraw = True
17.5276 	DATA 	Mouse:  Left button up, pos=(587,621)
17.7668 	EXP 	New trial (rep=1, index=0): None
17.8216 	DATA 	Keypress: space
17.8305 	EXP 	image: autoDraw = False
17.8305 	EXP 	text_2: autoDraw = False
17.8305 	EXP 	image: size = array([1920., 1080.])
17.8305 	EXP 	image: image = './snippets/Final/BinaryConversionresp(WOC).png'
17.8305 	EXP 	image: autoDraw = True
17.8305 	EXP 	text_2: autoDraw = True
18.0660 	DATA 	Keypress: space
18.0760 	EXP 	image: autoDraw = False
18.0760 	EXP 	text_2: autoDraw = False
18.0760 	EXP 	text_3: autoDraw = True
18.3602 	DATA 	Mouse: Left button down, pos=(587,621)
18.3662 	EXP 	New trial (rep=6, index=0): None
18.3665 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
18.3666 	EXP 	New trial (rep=0, index=0): None
18.4095 	EXP 	text_3: autoDraw = False
18.4095 	EXP 	image: size = array([1920., 1080.])
18.4095 	EXP 	image: image = './snippets/Final/MultiplyMatrix(CNL).png'
18.4095 	EXP 	image: autoDraw = True
18.4095 	EXP 	text_2: autoDraw = True
18.5112 	DATA 	Mouse:  Left button up, pos=(587,621)
18.7340 	EXP 	New trial (rep=1, index=0): None
18.7898 	DATA 	Keypress: space
18.7988 	EXP 	image: autoDraw = False
18.7988 	EXP 	text_2: autoDraw = False
18.7988 	EXP 	image: size = array([1920., 1080.])
18.7988 	EXP 	image: image = './snippets/Final/MultiplyMatrixresp(CNL).png'
18.7988 	EXP 	image: autoDraw = True
18.7988 	EXP 	text_2: autoDraw = True
19.0826 	DATA 	Keypress: space
19.0924 	EXP 	image: autoDraw = False
19.0924 	EXP 	text_2: autoDraw = False
19.0924 	EXP 	text_3: autoDraw = True
19.3105 	DATA 	Mouse: Left button down, pos=(587,621)
19.3169 	EXP 	New trial (rep=7, index=0): None
19.3172 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
19.3173 	EXP 	New trial (rep=0, index=0): None
19.3647 	EXP 	text_3: autoDraw = False
19.3647 	EXP 	image: size = array([1920., 1080.])
19.3647 	EXP 	image: image = './snippets/Final/PrimeNumber(WIC).png'
19.3647 	EXP 	image: autoDraw = True
19.3647 	EXP 	text_2: autoDraw = True
19.4617 	DATA 	Mouse:  Left button up, pos=(587,621)
19.6333 	EXP 	New trial (rep=1, index=0): None
19.6848 	DATA 	Keypress: space
19.6937 	EXP 	image: autoDraw = False
19.6937 	EXP 	text_2: autoDraw = False
19.6937 	EXP 	image: size = array([1920., 1080.])
19.6937 	EXP 	image: image = './snippets/Final/PrimeNumberresp(WIC).png'
19.6937 	EXP 	image: autoDraw = True
19.6937 	EXP 	text_2: autoDraw = True
19.9822 	DATA 	Keypress: space
19.9934 	EXP 	image: autoDraw = False
19.9934 	EXP 	text_2: autoDraw = False
19.9934 	EXP 	text_3: autoDraw = True
20.2771 	DATA 	Mouse: Left button down, pos=(587,621)
20.2833 	EXP 	New trial (rep=8, index=0): None
20.2836 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
20.2837 	EXP 	New trial (rep=0, index=0): None
20.2874 	EXP 	New trial (rep=9, index=0): None
20.2876 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
20.2878 	EXP 	New trial (rep=0, index=0): None
20.2913 	EXP 	New trial (rep=10, index=0): None
20.2915 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
20.2916 	EXP 	New trial (rep=0, index=0): None
20.2951 	EXP 	New trial (rep=11, index=0): None
20.2953 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
20.2954 	EXP 	New trial (rep=0, index=0): None
20.2987 	EXP 	New trial (rep=12, index=0): None
20.2988 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
20.2989 	EXP 	New trial (rep=0, index=0): None
20.3022 	EXP 	New trial (rep=13, index=0): None
20.3023 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
20.3024 	EXP 	New trial (rep=0, index=0): None
20.3056 	EXP 	New trial (rep=14, index=0): None
20.3058 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
20.3059 	EXP 	New trial (rep=0, index=0): None
20.3091 	EXP 	New trial (rep=15, index=0): None
20.3092 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
20.3093 	EXP 	New trial (rep=0, index=0): None
20.3649 	EXP 	text_3: autoDraw = False
20.3649 	EXP 	text_3: autoDraw = True
20.3649 	EXP 	text_3: autoDraw = False
20.3649 	EXP 	text_3: autoDraw = True
20.3649 	EXP 	text_3: autoDraw = False
20.3649 	EXP 	text_3: autoDraw = True
20.3649 	EXP 	text_3: autoDraw = False
20.3649 	EXP 	text_3: autoDraw = True
20.3649 	EXP 	text_3: autoDraw = False
20.3649 	EXP 	text_3: autoDraw = True
20.3649 	EXP 	text_3: autoDraw = False
20.3649 	EXP 	text_3: autoDraw = True
20.3649 	EXP 	text_3: autoDraw = False
20.3649 	EXP 	text_3: autoDraw = True
20.3649 	EXP 	text_3: autoDraw = False
20.3649 	EXP 	text_3: autoDraw = True
20.3649 	EXP 	text_3: autoDraw = False
20.3649 	EXP 	text: autoDraw = True
20.3931 	DATA 	Mouse:  Left button up, pos=(587,621)
20.6274 	EXP 	text: autoDraw = False
20.6569 	EXP 	window1: mouseVisible = True
